UniqueID	C3	C4	C6	C7	C8	H2	H3	H4	H6	H7
Gene_59	10.5933219236067	6.35358195579818	6.31288728529948	6.44892865854007	9.79950150848988	9.54711283311313	10.5651307652181	9.5567588878743	9.58467610650026	9.68201401057688
Gene_60	5.6707492162819	5.25125509834148	5.62934437421479	5.76552497964656	5.5418151913742	5.56372253930583	5.79233405916503	5.74350668737167	5.77493802013036	5.29257117238302
Gene_61	8.79594825765582	8.91370400965447	8.73629053370032	9.0818075110645	8.98993742450977	8.83911967812194	8.97244196781144	8.73357137270132	8.7228892933749	8.60660355059621
Gene_62	9.04650640598143	8.96982638185221	8.87279430571316	8.89785370976752	8.81220417932331	9.03988459222705	9.00187864443146	8.88192362352634	8.95284254067208	8.8905202841473
Gene_63	5.90055366679546	6.11956419497529	5.88688681980888	6.26189089245876	5.88519759568229	5.88688681980888	6.11136159180789	5.89884221921776	6.24118430117903	6.58482267242129
Gene_64	9.36601691559517	9.33858452622242	9.36601691559517	9.27324505639936	9.23974599318361	9.43371169100705	9.4248233142841	9.37502930966415	9.39624243474674	9.388473502004
Gene_65	4.30676060177458	4.48836574042919	3.84373537051918	4.83216933471645	4.65943734971556	4.00947611246602	3.73124106705718	4.25357164616604	4.08001459270258	4.18166238560591
Gene_66	7.56739818588876	7.45748242758058	7.59332160846818	7.54934791799297	7.33091824651241	7.25982185638372	7.28090429023775	7.39658393050561	7.40692185831161	7.22017465565112
Gene_67	6.19949534035226	5.78038719372311	6.76327414049822	6.31899733316917	7.13150227741144	4.995985262198	5.69192315326876	6.16204902975356	6.35197138229412	6.1713030357226
Gene_68	7.05840502236063	7.37346461009165	7.19731280278515	7.17694948658776	7.16171436824251	7.11363510248884	7.18995425864548	7.15474204394299	7.10231339555351	6.88795749001557
Gene_69	8.08044835245743	8.20946808423901	8.12160325261239	8.38573747887043	8.36324147701005	8.25059747626392	8.31068030213423	8.12972145658297	8.12800434184551	8.09062336244199
Gene_70	9.5102755514392	9.46099829446558	9.41563048030085	9.27155605679686	9.32846293700597	9.56970765299093	9.52197119106349	9.59114580892862	9.59114580892862	9.69340207111284
Gene_71	10.7168357471995	10.845900733602	11.0268985621197	11.1649774732513	10.6787030289197	10.9311599642659	10.8032147435088	10.8874777326121	10.5702567913579	11.0185909664144
Gene_72	5.23044084963599	5.09201056677354	5.06233929855066	5.32759307128286	5.07527433207385	4.53655685291803	4.64276221040656	4.80068906655806	5.4575234708322	4.7381751031892
Gene_73	10.3487038875357	10.4051073408765	10.3927435121193	10.268550357583	10.3660135166605	10.3467448576457	10.2949887590517	10.3276640615	10.4006251583011	10.5173394178049
Gene_74	6.60574629841937	6.77898620508462	6.42431023964461	6.21282188855413	7.30605985364199	6.50575927168734	7.4734160312231	7.18547343634339	6.79256778192397	7.06493129351408
Gene_75	9.89967057217772	9.45397334395383	10.2718810290554	9.65151790648293	10.0534532491311	9.23811300635284	9.3878160876387	9.61730800103966	9.87758654299153	9.72646705258481
Gene_76	6.37143198557158	4.58318152908562	6.38025854053218	5.50143664343313	5.97874722563645	5.61097926805464	5.64251311396552	6.1986559574381	6.2323106986688	6.59673102885493
Gene_77	7.92243568951741	8.19706303738167	7.88783594623907	7.96132222677134	8.09916422270669	8.02913678161222	7.8705901320427	8.03004126493028	7.70873463553504	7.78634770107463
Gene_78	7.9136853521685	7.74289714708405	7.43918718294023	7.58228490986631	7.9862224570397	7.35403319125139	7.59220976423472	7.639715276093	7.75039557326723	7.0881759510525
Gene_79	6.64344248448318	6.40143477503487	6.67154700054006	6.64956280297114	6.43541355392903	6.2062091458028	6.27414316068387	6.60499232916407	6.39791065472554	6.32894278208267
Gene_80	10.6260850216601	10.5834822125836	10.6964553285135	10.7180691216161	10.655924036584	10.6564923230567	10.5563185388513	10.7991589849825	10.7805408317794	10.6192457975981
Gene_81	7.7039445487997	7.83427552791869	7.76815184728777	7.83576178237421	7.8671114027054	7.74341703180032	7.83327957140982	7.78889443442025	7.6993144176341	7.54268175332658
Gene_82	5.65002964033502	5.47196287842254	5.74533193438807	5.63688420306373	5.78038719372311	5.41487822935165	5.53991527251168	5.47309388836663	5.39507309434786	5.42584740244916
Gene_83	9.80219785816883	9.848410194189	9.84800441878742	9.94300961789397	9.90696342786354	9.9245250448397	9.82167200529505	9.85635774767824	9.78764309967944	9.74163864318733
Gene_84	8.11587668806229	8.2237018632669	8.05764258019632	8.2055502172469	8.18360657524637	8.28445678678089	8.16356160147559	8.27435506505319	8.10496532121206	8.13726252700221
Gene_85	7.2633818033838	7.13937862307018	7.09793939072149	7.21644965947102	6.78545626374957	7.17754570071056	7.03889228653408	7.07862973717575	7.10293771368844	7.25417881055173
Gene_86	9.90899637661487	9.8864109652617	9.91963721189436	10.0146275693487	10.0461129229591	9.89556283413697	9.95168898900343	10.0403723535887	10.0054354070188	9.9334040760635
Gene_87	8.96445575594812	8.90340349581099	9.08875308775293	9.08971706465847	9.13085325828359	8.99096331113537	9.00058276189953	9.12489112631184	8.88288802174161	9.16328683734836
Gene_88	10.2713553802591	10.2591850042711	10.2394011213317	10.2494110112336	10.2583060620151	10.3281916397588	10.2779762416967	10.2690125914437	10.281724505799	10.3068772926488
Gene_89	9.00484344505112	9.0180307515654	9.05145897292071	9.14123444724183	9.07884763483633	8.89019214924978	8.94709331495312	8.99096331113537	8.87313853312477	8.71902159828157
Gene_90	8.69509589519189	8.71832281078837	8.63378551762798	8.77525450790084	8.76693652196399	8.50624004492964	8.788511425343	8.75610404984141	8.66767321554661	8.63519423692998
Gene_91	12.1107168612498	12.1177737947878	12.0423740981655	12.1610152966193	12.1659176954776	12.0512598557342	12.1659176954776	12.1782617952802	12.0851950115763	12.1201354447393
Gene_92	9.82360665402663	9.80530965901054	9.86429798280671	9.92573457107235	9.92613117720442	9.8896412564658	9.89927743878608	9.9032216487583	9.88283775882466	9.86101915234508
Gene_93	9.70186132169469	9.65411559484603	9.69917430374692	9.72763607325661	9.7462543028062	9.67446785874731	9.72385924094523	9.72423089720769	9.65008463532035	9.61191543917737
Gene_94	7.45008183755247	7.44368019095775	7.57130684274111	7.51030199982875	7.4602837955931	7.66808351773385	7.43103274593279	7.32029395862278	7.29604472920868	7.30066821263863
Gene_95	10.494747458649	10.6691271068966	10.6204601328227	10.7616636083644	10.961456322038	10.3462537710106	10.4932151156658	10.5834822125836	10.5805696555726	10.413291880736
Gene_96	9.83358346702083	9.84644971978308	9.82588337239927	9.77977797337759	9.73220316937779	9.83168338269837	9.85208686294147	9.77822615629116	9.88084807668098	9.91306454573609
Gene_97	4.85681607773313	5.26590868388927	5.19251242401868	5.17885569523548	5.13722193380759	5.15034899101158	4.61145429801919	4.93258436720325	5.39993210349539	5.36868569423684
Gene_98	5.34938268399684	5.35981159132804	5.43663060391275	5.5102093741484	5.43465285361573	5.63591131631618	4.83069894916232	5.52125831619429	5.71025823618877	5.67909568638721
Gene_99	6.52602353657049	6.52678859808746	6.14509211354771	6.36819387636599	6.98879042871003	6.55943018031914	6.75317885797519	6.73138867818916	6.70085705698009	6.55571808064605
Gene_100	10.2498431839923	10.2526190700284	10.2159685019063	10.276150808732	10.2870701182735	10.2974365504576	10.2145429527985	10.1918879016673	10.2224563672266	10.2060261534312
Gene_101	9.04255664252802	9.06043819686448	9.13053198202491	9.03519836300145	8.97794358461569	9.16191920280206	9.04127719371165	9.0038493501858	9.066534360211	9.18392287273227
Gene_102	5.29804724386031	5.37372809102989	5.65272308819907	5.41918821461811	5.53684336545388	5.39507309434786	4.997292962885	5.23809294624793	4.86590463639681	5.72487565113526
Gene_103	5.67821915751579	5.81061446948129	6.10271720469842	5.97513381892896	5.88153276831434	6.43541355392903	6.35046094229121	6.3076602632607	5.96345419822984	5.95876573477173
Gene_104	6.13503329876983	5.8556938617412	5.26244969821593	5.1515716100474	5.80617612381237	5.5438213050453	6.01330365727757	5.65002964033502	5.14920513723424	5.6554094203487
Gene_105	9.61696009593491	9.71141399634411	9.52334999487092	9.53674304770212	9.60011219093665	9.62691303192467	9.6073823040299	9.58105761087377	9.56613571611878	9.63420013937774
Gene_106	4.0543706315232	4.31987183289518	4.68895938626154	4.27319282534398	4.06511327017441	4.24187141760238	4.08001459270258	4.25077395449655	4.0909719379321	4.38585693962825
Gene_107	8.43208353026274	8.35652340202179	8.32287973371855	8.34598373535993	8.65459850997446	8.50810069706711	8.45510551989924	8.42040409030299	8.42392920102816	8.49720588844324
Gene_108	9.59186303173103	9.51061391844209	9.32637697140559	9.64012595624519	9.49764244585024	9.52641202393392	9.56540479500958	9.44906504606902	9.36798570511054	9.369054342375
Gene_109	9.25675464522485	9.20761951843435	9.25059157036972	9.23747920417847	9.23640607977236	9.24319784927168	9.26634549594711	9.2410506536544	9.20348309640764	9.28303848421382
Gene_110	8.97759795564623	8.82745189917609	8.73701320853378	8.92508248873259	9.07917254846048	8.65320343037269	8.79863623038503	8.55647116920851	8.62498611315807	8.44575128216005
Gene_111	9.1984413042848	9.10983012760833	9.1439007750213	9.24859969561037	9.19205754959363	9.1653335638071	9.1288841195758	9.09112224568133	9.13859261083661	9.1943492789939
Gene_112	5.56084803101498	5.52618749160298	5.27283981703129	5.70561748474392	5.62510943068251	5.69473899295693	5.69103754262053	5.22145007091397	5.57720937971762	5.29804724386031
Gene_113	4.87791233294275	5.86886270862016	6.19701992668538	5.55314325381583	5.62614130722626	6.19119140463959	5.79498582602273	5.69013629836645	5.54279545368726	6.22475688574389
Gene_114	8.09643590987504	8.49386864925191	8.40979944136446	8.27611962870142	8.43130854307323	8.80713896124523	8.55382563057569	8.17189692897865	8.10763278020648	8.86816500342794
Gene_115	8.67303559908146	8.66528298140892	8.6974962050803	8.63413469639859	8.51883248762103	8.62878008173648	8.58520440028767	8.67512165631982	8.71248263138939	8.80343558810002
Gene_116	9.40349520212551	9.45676598172497	9.44832947367021	9.49155752327124	9.58504771111452	9.48871580607342	9.48796304406887	9.54231287970696	9.50178458785208	9.41158814709823
Gene_117	5.20169732722644	4.88362166733672	5.09201056677354	5.172959341646	5.1287584439913	4.73653951459707	4.82911519873388	5.20289657423974	5.42909107037744	5.09695905714883
Gene_118	8.96163260538155	8.76193816176097	8.79053600683448	8.8013398776203	8.86850101923828	8.85192062612226	8.77936399975117	8.94806753768012	8.90947000364705	8.98896749714661
Gene_119	8.17095519465894	8.14710096680693	8.11721202253779	8.15740380300607	8.43286332838418	7.90069384634456	8.18064493984092	8.33750172054777	8.26964495855359	8.18064493984092
Gene_120	8.46163772341988	8.53370842495066	8.46923444700938	8.58221767623499	8.46316162359497	8.31717990858058	8.38281506858531	8.48150263691491	8.45312510568674	8.4034475251478
Gene_121	8.33631431269493	8.43728975501785	8.31516881278141	8.52400612508562	8.51043323092114	8.17801825186127	8.32689118542541	8.54932536092386	8.51954064470725	8.34118758551812
Gene_122	6.56107567228783	6.57335209784171	6.57626797623703	6.98546489754602	6.63134809461046	6.85826617256842	7.02515001986917	6.60934083234823	7.05522602821154	6.85694270800587
Gene_123	8.44887600882797	8.3532496271038	8.38618779428053	8.30701250914758	8.21084265145683	8.40423503264696	8.28573160039452	8.29118758387566	8.41495767190059	8.38281506858531
Gene_124	7.11167179880582	7.21052914893682	7.19056836317404	7.25665073320547	7.01438096013019	7.16357886915877	7.02114293204992	7.17694948658776	7.14200106365105	7.23271842432939
Gene_125	6.91011701859045	7.05266799961232	6.9978920608822	7.03889228653408	6.90658100462454	7.26468374303542	7.01780423821303	7.0881759510525	7.03496837268318	7.23525808980603
Gene_126	6.63062367757926	6.68145859297914	6.59825306561532	7.07018643900809	6.81970539837904	6.68291355491118	6.88331720402445	6.80840227306257	6.82319228115151	6.4473632572768
Gene_127	9.40109425587109	9.37159742821153	9.47479330719377	9.55745875894091	9.63245188797925	9.1177556782093	9.32531047226446	9.44700387170738	9.53638501927754	9.14841108798969
Gene_128	11.0509200211762	11.0693838551268	10.9803538980362	11.031747798508	11.0652736353845	11.1595971044436	11.1492435597256	10.8795516839575	10.8715833073042	11.3020357373067
Gene_129	7.39185567924062	7.44086052539491	7.49659817279085	7.57895769120809	7.49814864079704	7.47612377521707	7.12842324790041	7.45694462073552	7.44086052539491	7.44818004132803
Gene_130	9.81038217146509	9.77336583080583	9.82167200529505	9.74815534021852	9.52334999487092	9.78480654277736	9.73925567475453	9.7299696952474	9.83842943766927	9.81116494927851
Gene_131	9.81968601224892	10.0837891039912	10.0842377466973	9.96112833947366	9.9414672455619	10.0302763153502	9.92494081981723	9.98225253004949	9.78243279376268	10.0163180975831
Gene_132	2.88872730464055	3.63833106750867	3.5693468349194	3.45926931163832	3.87369845524499	3.47049777709011	4.30931770050919	3.88289848921764	3.33438777454155	3.3825828531553
Gene_133	14.2532394167713	14.2352708282393	14.183608544924	14.1670805061575	14.2716125778292	14.0313423626297	14.2352708282393	14.2532394167713	14.2716125778292	13.8900713822386
Gene_134	6.93448327209845	6.88331720402445	6.85360153077288	6.92552323536983	6.61883700929261	7.04874027687921	6.78891079180107	7.01851664703431	6.97479694938629	6.87030680196664
Gene_135	7.94270712315559	8.06680059725881	8.09692843478066	8.04926973510158	7.79813101470097	7.82127450841044	7.91654619198497	8.04338543736469	7.99414837714027	8.18022528148905
Gene_136	8.41495767190059	8.43886267747161	8.594721488933	8.57071998021139	8.62062340099258	8.27523262614653	8.62134243996751	8.46429852992242	8.48959177993817	8.41175197937614
Gene_137	8.56541285229384	8.43690336539075	8.39354731630988	8.39905038116039	8.41812301630836	8.48728928091328	8.19982929524493	8.51186668815199	8.51917929275332	8.53780433803717
Gene_138	8.64957537219565	8.77765874744195	8.69330017230313	8.76262736735899	8.69260109486356	8.59363426446842	8.62098370226223	8.91532032509085	8.9377844975852	8.63845618963447
Gene_139	10.3524424744349	10.4355536671586	10.4585592463784	10.4534051058365	10.42078794645	10.4679872169203	10.277060393582	10.3548158627256	10.5536020347804	10.5063225082571
Gene_140	4.46002512240619	4.31987183289518	4.70232725873616	4.43064692799853	4.44410087734058	4.05807780711258	4.30676060177458	4.69721296526282	4.30676060177458	3.58674769108065
Gene_141	9.86101915234508	9.82857398251636	9.8154300407384	9.80493311002144	9.82243846641815	9.88125161771009	9.78724319110226	9.81662335875985	9.85747635076583	9.75863556941077
Gene_142	5.92458860907492	5.88688681980888	6.01248494625791	5.74898047427571	5.57532787526476	5.99684816463179	5.48001772506408	5.81425976949444	5.90866591897781	5.70461107563239
Gene_143	6.11377978269943	6.35679214894724	6.24785654950503	6.40062747757724	6.36564449909193	6.38922432532705	6.19621893266113	6.29299079955683	6.57184243225714	6.46096790226501
Gene_144	8.49832873486227	8.25746703345317	8.39864969478211	8.34839106556253	8.36961225388715	8.40865790435438	8.35245993323047	8.27701871581079	8.33011070228903	8.30027245603713
Gene_145	9.83918368067884	9.86312796649645	9.80570026501423	9.91764686078042	9.78991693457165	9.82937348617833	9.86352772639638	9.84406617601422	9.9265342988067	9.75057364728507
Gene_146	8.47462935218278	8.61484147202879	8.51295555459329	8.62917584746576	8.56241330343768	8.65214434378602	8.7543219197329	8.82672460666147	8.55041306411119	8.5426253352705
Gene_147	9.23303087406522	9.22731904344305	9.22572103834243	9.28439550567641	9.17578850313252	9.28371677992221	9.20348309640764	9.0962067539235	8.95829054460165	9.10548876481312
Gene_148	7.90212319779982	8.0221712152397	8.13368524013326	8.05115537947553	7.91951701058871	8.11991193298277	8.06358853328937	8.21723117216465	8.02540939433366	8.06314711656087
Gene_149	7.46248342264238	7.52465968769515	7.58992315840844	7.51969269124117	7.71133951415936	7.52905494899832	7.46192223828228	7.54430006321242	7.51622097786089	7.25861925956663
Gene_150	8.63738075322477	8.52330486136931	8.61706784447637	8.59650643863985	8.36404731515549	8.55575714420481	8.5546122888694	8.49646415498793	8.58484319868577	8.55875874942422
Gene_151	9.41496783933093	9.44594746738823	9.34135508097597	9.42941843172974	9.36733318810016	9.4631276248294	9.5102755514392	9.38602761283124	9.27394458072114	9.4606748750402
Gene_152	10.5173394178049	10.4813891621576	10.5321060369471	10.5911144736187	10.7092728144525	10.3675038804542	10.4410716112665	10.4517015358834	10.4183071436442	10.2050845631888
Gene_153	10.9123222353467	10.9874303759757	10.9952766209589	10.8845912768457	10.8611469432318	10.9545961425613	10.7786486924408	10.8852910710127	10.8810995188051	10.8187901763464
Gene_154	8.8775425626225	8.87716923390816	8.77493293030058	8.85972929843008	8.77663426969242	8.78171896438582	9.00943670363558	8.9347123616087	8.92802314961201	8.82361622238308
Gene_155	3.35944133412012	3.25252120331448	3.39523755397942	2.8153336097005	3.62418942516799	3.23646233385461	4.42411348270772	4.62274491230652	3.76002010709911	4.20957870187183
Gene_156	8.87929008876288	8.99690011055127	8.39905038116039	8.06314711656087	9.49801371190718	8.8786160841935	9.60892126433958	9.51409141233802	9.0890669312946	9.31991257720628
Gene_157	5.71476168963646	5.63688420306373	5.7398498013555	5.58808653235771	5.89066454388792	5.85026757353908	5.76552497964656	5.82876384155883	5.7722769506877	5.90145657342074
Gene_158	8.22161120095104	8.18454866544271	8.44735411629473	8.43886267747161	8.21168536813682	8.3248958803024	8.24110543708007	8.35769891520873	8.28653485545758	8.33504660005261
Gene_159	5.32972712682691	5.28602382027404	5.19025000111873	5.3000960282907	5.16931578059929	5.18915297643839	4.67867141439726	4.36528352359956	4.58863416070099	5.10544115006629
Gene_160	10.9569167171846	11.0400712619952	11.0121185643612	11.1631846128285	11.1247635904057	10.8984102598771	11.1059844613443	11.0253090247169	10.8731008175623	10.944117882921
Gene_161	10.4006251583011	10.4232544026835	10.3467448576457	10.3444044024394	10.3208060139538	10.3174932974697	10.3462537710106	10.4138049167554	10.4319732353606	10.462848320861
Gene_162	7.64457752731539	7.70926679752451	7.71697445380189	7.69493152335307	7.87839502469626	7.55049067610901	7.40401842387883	7.76331285220987	7.63486284534876	7.66808351773385
