UniqueID	C3	C4	C6	C7	C8	H2	H3	H4	H6	H7
Gene_1	5.11147722532554	4.10120648617682	4.77540250072666	4.49246521646736	4.77858713158029	4.47986689206946	4.6665353354911	4.5137515679906	5.03387912437136	4.33754809920814
Gene_2	11.3335674898807	11.3159318648039	11.2601868158184	11.3828475187456	11.3404757105044	11.3106036850386	11.3684220038421	11.2956082628017	11.2696301100564	11.3323957877491
Gene_3	10.865363991103	10.9810960610383	10.8560660919478	10.892531183948	10.9348897135102	10.8618477009567	10.8567835285842	10.8969315388543	10.7881601516503	10.7585497116575
Gene_4	7.14819934023649	7.15474204394299	7.28870030572067	7.19175928431854	7.16866483387623	7.32092768688552	6.9681243301736	7.21170888280083	7.2917443185813	7.06821539406275
Gene_5	8.68361987865835	8.77868934698643	8.72148561718002	8.67055264473835	8.69475372937566	8.75888072656396	8.65645215732073	8.69296855076358	8.68972715935206	8.89818514099125
Gene_6	7.2364664121976	7.43643041559076	7.26700252104294	7.30005128713231	7.02580683001657	7.43582436463006	7.22404975787879	7.24633808806942	7.45008183755247	7.57840448119369
Gene_7	8.56059533278043	8.62567821909376	8.81253970139879	8.62498611315807	8.85771865715175	8.8095658096621	8.52703125932674	8.68149721567069	8.78614545020676	8.81856823255078
Gene_8	8.82602066326639	8.77936399975117	8.84478997592007	8.783441891028	8.56992557032131	8.83745460941119	8.83086913884681	8.8587475221614	8.83679292434395	8.91307519734045
Gene_9	9.30137217987397	9.41053119431241	9.32814666462044	9.35288113032741	9.40562727937935	9.30206468095333	9.36941231225616	9.47798743737088	9.52961457846105	9.39014942411205
Gene_10	7.23460363061934	7.63215437117474	7.53731019259642	7.55548406020033	7.56365834910398	7.58992315840844	7.13804348241997	7.48929688928663	7.58066277074413	7.34761280188624
Gene_11	8.72115116999001	8.86850101923828	8.92935492110568	8.9768945905072	8.87144466643131	8.75572251079793	8.77591388482099	8.8634160685361	8.54107192963055	8.7377574294923
Gene_12	5.23155517578254	4.76268185492688	5.29257117238302	5.76093969412342	5.45444153556746	5.02745207523724	5.23809294624793	5.46473439520522	4.96878476391946	4.70918762403458
Gene_13	10.7842657474508	10.7746369424841	10.73442387916	10.7206969087303	10.6510108773338	10.7667389144948	10.7271620139749	10.6666516264534	10.7375894518268	10.7772804710325
Gene_14	3.0477414518882	3.17227466261872	3.13532597568202	3.87830272434315	3.63138560993766	3.17227466261872	3.34713568776722	2.88872730464055	3.65933013679353	3.96870812452014
Gene_15	4.34552730722487	4.28803627390797	4.60215914039602	4.64811691550111	4.50943955098012	4.25939536487767	4.22428746202273	4.03624579583479	4.083425557363	4.08001459270258
Gene_16	10.0833586436858	10.16582442453	10.1576919320796	10.1576919320796	10.1398109259318	10.2174269625672	10.1927974999674	10.1173586607998	10.0734423580782	10.1218388314018
Gene_17	8.95926997875863	8.82429413165421	8.87585886517314	8.9627497953719	8.93912745491896	8.85639190911201	8.97657075799783	8.92474261742956	8.90110544508525	8.99096331113537
Gene_18	7.07146564727109	7.19669217471548	7.23147602484657	7.28751690191368	7.31436428417506	7.2063864688683	7.2182622989	7.46476700879669	7.24010515420189	7.46307316284625
Gene_19	6.34968999991577	6.51515416160159	6.57184243225714	6.36081690526157	6.32620240753394	6.31899733316917	6.23135664337535	6.44813969850992	6.49733278885036	6.2280311764226
Gene_20	8.49196523781896	8.2379669492358	7.93675542882756	8.32814677615336	8.67940199671306	8.16532853479683	8.27057823019801	8.13277690775544	7.86661619046704	7.92472252050192
Gene_21	9.24859969561037	9.27560973384862	9.28676403091941	9.36092119513723	9.33247031039403	9.3966039185585	9.45496846987593	9.39487791828261	9.29637822574617	9.24138693624086
Gene_22	4.90260744883407	5.31554109056302	4.99060345166067	5.24411908060243	5.33409367282123	5.33081473897437	4.60028435012073	5.49028695944914	5.75909108272183	5.91119207523407
Gene_23	9.28572342129891	9.29108064195039	9.29202654848365	9.33315908823944	9.2967225359061	9.31348237503469	9.23234188860452	9.23440827631923	9.21665645360657	9.2656051683589
Gene_24	8.13277690775544	8.59216297234534	8.3532496271038	8.21425359632551	8.49120580398078	8.37085083341646	8.43168739627031	8.36804471231012	8.22074335369086	8.20202553175872
Gene_25	8.60264309236182	8.54932536092386	8.58041947181352	8.62098370226223	8.62773850357184	8.52740337626704	8.63168801701184	8.75091699387083	8.53445324216905	8.50662363531706
Gene_26	8.79120400791135	8.84618194465451	8.79693514610853	8.8000117610596	8.74643906426252	8.84514249856171	8.89948223566795	8.89319601454574	8.82157823950807	8.85706208177441
Gene_27	7.04941314087072	7.07018643900809	7.28452917643296	6.9999143252995	6.97933374030308	7.21893262085287	7.192960961493	7.24451215892849	7.24391315872896	7.32565782260523
Gene_28	10.3892952924708	10.4426076653616	10.4350341236168	10.4490318305034	10.3849262643715	10.4813891621576	10.2838616049807	10.4426076653616	10.3956991237277	10.4056662065911
Gene_29	10.0907955136829	9.9983728332023	9.961544940177	10.080006785465	10.1389310079395	10.0016934240153	9.96608857055013	10.0349567813323	10.0903816204847	9.99665998521807
Gene_30	7.55931329003666	7.49053480847736	7.50368641737509	7.83832807199247	7.75143930433094	7.40162402191162	7.45348678864671	7.40524025309789	7.44876516958282	7.11984888949954
Gene_31	9.8419283565671	9.79537140431778	9.82008559776938	9.87673633520027	9.97139965057477	9.98556955443764	9.90576806387165	9.87920536129756	9.85087741572918	9.85009375262189
Gene_32	4.28175335918714	4.22428746202273	4.60577995899495	4.31465947354582	3.80631412596193	3.93442235440071	3.47049777709011	4.31465947354582	4.42411348270772	4.15224688829313
Gene_33	10.9424900330636	10.8208960158108	11.031747798508	10.9261157436161	11.0956109505652	10.7928569813853	10.8011917048578	11.0999449182952	10.9469824705476	10.9977495518668
Gene_34	8.61628985381535	8.56168642076372	8.74747879225574	8.54411427662886	8.81186583383026	8.50060184540951	8.4125016560549	8.60480685225861	8.68361987865835	8.7004198302675
Gene_35	6.61578161782504	6.80332504623697	6.9018357166661	6.61258934208148	6.58330695553056	6.79818504011185	6.58330695553056	6.27503705872386	6.43622924183884	6.6085946319523
Gene_36	8.99792446059585	8.9240765309021	8.79120400791135	8.88161238325844	8.73879404328281	8.95081047686081	8.9828901227836	8.93271265678234	9.06075740911644	9.01007680558186
Gene_37	7.44947921830535	7.36430338307357	7.62457444063695	7.43755995243909	7.47841826716432	7.33341384613419	7.23271842432939	7.60894579674485	7.61427631736586	7.4755794028648
Gene_38	7.63811307571437	7.64024542959517	7.71185358971956	7.68156093309513	7.78734761697048	7.63000638052617	7.60577989121462	7.81977567086099	7.56852039159591	7.72115091449934
Gene_39	5.48001772506408	5.74077216416426	4.84885182618293	5.57049739077036	5.84587832200792	5.2203247283743	5.59099074018693	5.80794623687971	5.49742496818106	5.1236427026161
Gene_40	9.1525172888876	9.13283793794819	9.02644988845975	9.22667731614356	9.30137217987397	8.90674733152908	8.90979342936473	9.08018558241687	8.96376404641088	8.27523262614653
Gene_41	7.77226105119327	7.75354253588091	7.7827475007832	7.6849308175248	7.71844312774699	7.90472338250197	7.50542623169985	7.91554298437368	7.52412631815016	7.25182731349797
Gene_42	6.74972239457323	6.80116467878061	6.54131511088225	6.75392138335657	6.36485782662097	7.2214684298524	6.64735042722702	6.50974344187022	6.4689727354128	6.52059301460233
Gene_43	8.94474294196593	9.14635376444945	8.98993742450977	9.06618513101136	8.95284254067208	8.89688711466844	9.04420529404216	8.89752383495344	8.82124405492912	8.98127874007288
Gene_44	4.91412167816124	5.57826514597762	5.13722193380759	4.81502050491854	4.39097379853288	4.74954298294411	5.5418151913742	5.4750368741207	4.28480129224006	5.42684341746215
Gene_45	4.78969344402848	2.62283378348898	4.94547447555672	4.78488083950074	3.99745558474757	5.34831322004112	0.743627663460726	2.25195412837018	4.87928781895289	5.18119837967397
Gene_46	7.22404975787879	7.11859743834563	7.17873813414399	7.2214684298524	7.24813322524856	7.29472239009575	7.30963308494299	7.2893259177024	7.14390752127183	7.0111367865888
Gene_47	10.2421662551663	10.3429672949784	10.2399229435406	10.0842377466973	10.0585247098552	10.0547361142331	10.2475741452999	10.0887048526787	9.95379566256219	10.0743413849634
Gene_48	10.2775343846883	10.1941719857254	10.3462537710106	10.2904031498405	10.1819927162793	10.279397638843	10.2555066121116	10.3481779609308	10.3705615825932	10.220290972882
Gene_49	11.5905258036706	11.5297408521311	11.6350612818859	11.5590381696308	11.5133796296471	11.5547409048434	11.5933569543342	11.6155267735731	11.6336547443504	11.6411138289305
Gene_50	6.17819990544864	6.26189089245876	6.20704030349734	6.64649235346034	6.30522282229003	6.46096790226501	6.03932043432895	6.15616227712732	5.99765431863644	6.13419884872757
Gene_51	10.0602478414979	10.0427334282163	10.0640884955589	10.2150876471051	10.1914513329884	10.2471125023464	10.2394011213317	10.314456089974	10.2086833584806	10.0444231245515
Gene_52	4.77392817205225	5.54680623160602	4.94382046970815	5.26590868388927	5.20995671897312	5.34523477698089	5.17161815474991	4.99185377866494	4.93258436720325	5.63688420306373
Gene_53	10.4035941522759	10.4350341236168	10.3640511001877	10.4506310221584	10.4217799495907	10.419798286889	10.4041115226129	10.3946982213125	10.3675038804542	10.3606411858195
Gene_54	7.82785849712856	7.67131255938052	7.77922646217792	7.67184927042943	7.91320091130127	7.37346461009165	8.07586298388379	7.70873463553504	7.83628101404202	7.68003080068869
Gene_55	6.47228706521098	6.42431023964461	6.26107170219021	6.47311408784714	5.99172847945066	6.26447963271598	6.12127155610829	6.28155441854179	6.61419629422789	6.71486660980205
Gene_56	6.51975675232916	6.63134809461046	6.38190172655756	6.30433325893958	6.92080853490984	6.74376412003069	7.08362724522738	6.86463345187966	6.53671264189057	6.91642524898527
Gene_57	6.30196270461537	6.35046094229121	6.33483012656854	6.60714693240064	6.30275575016632	6.41763079402519	6.4327932766353	6.48485146431452	6.2522026375238	6.46975188313353
Gene_58	6.58016958112227	6.51055024776498	6.42812121376877	6.50891159031463	6.42585235082659	6.50354566094682	6.66638105427571	6.66165751823748	6.40871490002667	6.6336081790301
